Analyses de l algorithme génétique

Nombre de générations :;51
Nombre de solutions par génération :;4
Temps de résolution :;2302

Données utilisateur :
Nombre de jours de visite :;4
Nombre de kilomètres max par jour :;250
Budget max par jour :;100
Heure de départ :;450
Heure d arrivée :;1260

Moyennes des scores des solutions des générations :
Générations :;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;
Moyennes scores :;3825;3950;4300;4300;4300;4300;4300;4300;4350;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;

Scores des meilleures solutions :
Générations :;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;
Meilleurs scores :;4300; 4300; 4300; 4300; 4300; 4300; 4300; 4300; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500

Scores des moins bonnes solutions :
Générations :;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;
Moins bons scores :;3300; 3600; 4300; 4300; 4300; 4300; 4300; 4300; 4300; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500; 4500


Scores des solutions :
Génération0;3600;4300;4100;3300;
Génération1;4300;4300;3600;3600;
Génération2;4300;4300;4300;4300;
Génération3;4300;4300;4300;4300;
Génération4;4300;4300;4300;4300;
Génération5;4300;4300;4300;4300;
Génération6;4300;4300;4300;4300;
Génération7;4300;4300;4300;4300;
Génération8;4500;4300;4300;4300;
Génération9;4500;4500;4500;4500;
Génération10;4500;4500;4500;4500;
Génération11;4500;4500;4500;4500;
Génération12;4500;4500;4500;4500;
Génération13;4500;4500;4500;4500;
Génération14;4500;4500;4500;4500;
Génération15;4500;4500;4500;4500;
Génération16;4500;4500;4500;4500;
Génération17;4500;4500;4500;4500;
Génération18;4500;4500;4500;4500;
Génération19;4500;4500;4500;4500;
Génération20;4500;4500;4500;4500;
Génération21;4500;4500;4500;4500;
Génération22;4500;4500;4500;4500;
Génération23;4500;4500;4500;4500;
Génération24;4500;4500;4500;4500;
Génération25;4500;4500;4500;4500;
Génération26;4500;4500;4500;4500;
Génération27;4500;4500;4500;4500;
Génération28;4500;4500;4500;4500;
Génération29;4500;4500;4500;4500;
Génération30;4500;4500;4500;4500;
Génération31;4500;4500;4500;4500;
Génération32;4500;4500;4500;4500;
Génération33;4500;4500;4500;4500;
Génération34;4500;4500;4500;4500;
Génération35;4500;4500;4500;4500;
Génération36;4500;4500;4500;4500;
Génération37;4500;4500;4500;4500;
Génération38;4500;4500;4500;4500;
Génération39;4500;4500;4500;4500;
Génération40;4500;4500;4500;4500;
Génération41;4500;4500;4500;4500;
Génération42;4500;4500;4500;4500;
Génération43;4500;4500;4500;4500;
Génération44;4500;4500;4500;4500;
Génération45;4500;4500;4500;4500;
Génération46;4500;4500;4500;4500;
Génération47;4500;4500;4500;4500;
Génération48;4500;4500;4500;4500;
Génération49;4500;4500;4500;4500;
Génération50;4500;4500;4500;4500;

